日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_品类
2021-04-05,102900005116257,紫茄子(2),茄类,0.213,8.0,销售,否,5.79,6.68
2021-04-05,102900005116257,紫茄子(2),茄类,0.526,8.0,销售,否,5.79,6.68
2021-04-05,102900005116257,紫茄子(2),茄类,0.514,8.0,销售,否,5.79,6.68
2021-04-05,102900005116509,青茄子(1),茄类,0.877,8.0,销售,否,4.94,6.68
2021-04-05,102900005116257,紫茄子(2),茄类,0.551,8.0,销售,否,5.79,6.68
2021-04-05,102900011009444,大龙茄子,茄类,0.351,12.0,销售,否,7.42,6.68
2021-04-05,102900005116257,紫茄子(2),茄类,0.439,8.0,销售,否,5.79,6.68
2021-04-06,102900005116257,紫茄子(2),茄类,0.414,8.0,销售,否,5.21,6.68
2021-04-06,102900011009444,大龙茄子,茄类,0.292,12.0,销售,否,7.45,6.68
2021-04-06,102900005116257,紫茄子(2),茄类,0.99,8.0,销售,否,5.21,6.68
2021-04-06,102900005116509,青茄子(1),茄类,0.439,8.0,销售,否,4.93,6.68
2021-04-06,102900005116257,紫茄子(2),茄类,0.514,8.0,销售,否,5.21,6.68
2021-04-06,102900005116257,紫茄子(2),茄类,0.489,8.0,销售,否,5.21,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.584,12.0,销售,否,7.8,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.309,12.0,销售,否,7.8,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.284,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,4.74,6.68
2021-04-07,102900005116509,青茄子(1),茄类,0.263,8.0,销售,否,4.94,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.284,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.268,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.552,6.0,销售,否,4.74,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.743,12.0,销售,否,7.8,6.68
2021-04-07,102900005116509,青茄子(1),茄类,0.414,8.0,销售,否,4.94,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.602,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.468,6.0,销售,否,4.74,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.359,12.0,销售,否,7.8,6.68
2021-04-07,102900005116509,青茄子(1),茄类,0.576,8.0,销售,否,4.94,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.385,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.334,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.401,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.368,6.0,销售,否,4.74,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.442,12.0,销售,否,7.8,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.351,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.518,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.284,6.0,销售,否,4.74,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.217,12.0,销售,否,7.8,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.251,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.401,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.518,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.435,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.585,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.385,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.251,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.435,6.0,销售,否,4.74,6.68
2021-04-07,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,4.74,6.68
2021-04-07,102900011009444,大龙茄子,茄类,0.501,12.0,销售,否,7.8,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.385,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.268,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.719,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.318,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.401,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.418,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.334,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.284,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.786,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.251,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.418,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.385,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,1.104,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.234,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.251,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.619,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.268,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.351,6.0,销售,否,5.54,6.68
2021-04-08,102900005116509,青茄子(1),茄类,0.263,8.0,销售,否,4.94,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.201,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.268,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.669,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.151,6.0,销售,否,5.54,6.68
2021-04-08,102900005116509,青茄子(1),茄类,0.338,8.0,销售,否,4.94,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.301,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.585,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.669,6.0,销售,否,5.54,6.68
2021-04-08,102900005116509,青茄子(1),茄类,0.313,8.0,销售,否,4.94,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.485,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.318,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.201,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.535,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.251,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.552,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.452,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.502,6.0,销售,否,5.54,6.68
2021-04-08,102900005116257,紫茄子(2),茄类,0.518,6.0,销售,否,5.54,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.301,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.681,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.461,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.351,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.742,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.531,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.261,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.915,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.391,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,5.55,6.68
2021-04-09,102900051000463,圆茄子(2),茄类,0.501,9.0,销售,否,5.22,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.251,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.711,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.401,8.0,销售,否,4.94,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.288,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.21,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.531,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.561,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.421,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.351,10.0,销售,否,5.55,6.68
2021-04-09,102900051000463,圆茄子(2),茄类,0.958,9.0,销售,否,5.22,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.782,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.421,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.241,10.0,销售,否,5.55,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.288,8.0,销售,否,4.94,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.389,8.0,销售,否,4.94,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.288,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.271,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.451,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.18,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.376,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.561,10.0,销售,否,5.55,6.68
2021-04-09,102900005116509,青茄子(1),茄类,0.589,8.0,销售,否,4.94,6.68
2021-04-09,102900005116257,紫茄子(2),茄类,0.491,10.0,销售,否,5.55,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.493,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.301,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,6.18,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.802,8.0,销售,否,4.92,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.541,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.281,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.501,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.411,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,1.112,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.2,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.526,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.241,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.459,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.281,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.301,12.0,销售,否,7.68,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.263,8.0,销售,否,4.92,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.361,10.0,销售,否,6.18,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.576,8.0,销售,否,4.92,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.25,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.341,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.571,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.376,12.0,销售,否,7.68,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.351,12.0,销售,否,7.68,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.589,8.0,销售,否,4.92,6.68
2021-04-10,102900051000463,圆茄子(2),茄类,0.824,9.0,销售,否,5.22,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.426,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.467,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.321,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.481,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.601,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.426,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,6.18,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.551,8.0,销售,否,4.92,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.651,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.461,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.511,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.461,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.762,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.992,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.526,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.618,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.431,10.0,销售,否,6.18,6.68
2021-04-10,102900005116509,青茄子(1),茄类,0.514,8.0,销售,否,4.92,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.922,10.0,销售,否,6.18,6.68
2021-04-10,102900011009444,大龙茄子,茄类,0.301,12.0,销售,否,7.68,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.301,10.0,销售,否,6.18,6.68
2021-04-10,102900005116257,紫茄子(2),茄类,0.291,10.0,销售,否,6.18,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.434,12.0,销售,否,7.63,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.376,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.251,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.276,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.361,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.471,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.17,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,1.022,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.421,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.892,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.411,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.459,12.0,销售,否,7.63,6.68
2021-04-11,102900005116509,青茄子(1),茄类,0.652,8.0,销售,否,3.92,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.421,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.411,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.491,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.661,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.401,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.284,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.671,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.371,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.441,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.192,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.571,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.321,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.391,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,1.182,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.721,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.561,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.467,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.251,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.631,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.321,10.0,销售,否,6.22,6.68
2021-04-11,102900005116509,青茄子(1),茄类,0.389,8.0,销售,否,3.92,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.434,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.421,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.561,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.651,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.391,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.591,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.371,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.701,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.461,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.22,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.311,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.231,10.0,销售,否,6.22,6.68
2021-04-11,102900011009444,大龙茄子,茄类,0.225,12.0,销售,否,7.63,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.351,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.501,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.391,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.451,10.0,销售,否,6.22,6.68
2021-04-11,102900005116257,紫茄子(2),茄类,0.291,10.0,销售,否,6.22,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.371,10.0,销售,否,7.63,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.721,10.0,销售,否,7.63,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.376,8.0,销售,否,6.25,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.16,10.0,销售,否,7.63,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.531,10.0,销售,否,7.63,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,1.115,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.276,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.326,8.0,销售,否,6.25,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.471,10.0,销售,否,7.63,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.313,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.363,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.426,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.564,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.689,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.326,8.0,销售,否,6.25,6.68
2021-04-12,102900011009444,大龙茄子,茄类,0.431,10.0,销售,否,7.63,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.564,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.639,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.426,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.714,8.0,销售,否,6.25,6.68
2021-04-12,102900005116257,紫茄子(2),茄类,0.401,8.0,销售,否,6.25,6.68
2021-04-13,102900011009444,大龙茄子,茄类,0.391,10.0,销售,否,7.57,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.401,8.0,销售,否,5.97,6.68
2021-04-13,102900005116509,青茄子(1),茄类,0.752,8.0,销售,否,5.53,6.68
2021-04-13,102900011009444,大龙茄子,茄类,0.321,10.0,销售,否,7.57,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.514,8.0,销售,否,5.97,6.68
2021-04-13,102900005116509,青茄子(1),茄类,0.664,8.0,销售,否,5.53,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.414,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.376,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.226,8.0,销售,否,5.97,6.68
2021-04-13,102900051000463,圆茄子(2),茄类,0.345,9.0,销售,否,5.23,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.602,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,1.09,8.0,销售,否,5.97,6.68
2021-04-13,102900051000463,圆茄子(2),茄类,0.512,9.0,销售,否,5.23,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.288,8.0,销售,否,5.97,6.68
2021-04-13,102900005116509,青茄子(1),茄类,0.464,8.0,销售,否,5.53,6.68
2021-04-13,102900011009444,大龙茄子,茄类,0.301,10.0,销售,否,7.57,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.739,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.188,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.313,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.84,8.0,销售,否,5.97,6.68
2021-04-13,102900011009444,大龙茄子,茄类,0.371,10.0,销售,否,7.57,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.301,8.0,销售,否,5.97,6.68
2021-04-13,102900011009444,大龙茄子,茄类,0.331,10.0,销售,否,7.57,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,1.115,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.689,8.0,销售,否,5.97,6.68
2021-04-13,102900051000463,圆茄子(2),茄类,0.401,9.0,销售,否,5.23,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.238,8.0,销售,否,5.97,6.68
2021-04-13,102900005116257,紫茄子(2),茄类,0.213,8.0,销售,否,5.97,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.752,8.0,销售,否,5.96,6.68
2021-04-14,102900011009444,大龙茄子,茄类,0.311,10.0,销售,否,7.57,6.68
2021-04-14,102900011009444,大龙茄子,茄类,0.321,10.0,销售,否,7.57,6.68
2021-04-14,102900011009444,大龙茄子,茄类,0.571,10.0,销售,否,7.57,6.68
2021-04-14,102900011009444,大龙茄子,茄类,0.261,10.0,销售,否,7.57,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.439,8.0,销售,否,5.96,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.301,8.0,销售,否,5.96,6.68
2021-04-14,102900011009444,大龙茄子,茄类,0.381,10.0,销售,否,7.57,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.288,8.0,销售,否,5.96,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.915,8.0,销售,否,5.96,6.68
2021-04-14,102900005116257,紫茄子(2),茄类,0.401,8.0,销售,否,5.96,6.68
